@relation housing_train_cleaned

@attribute rent numeric
@attribute type {apartment,house,manufactured,townhouse,condo,duplex,flat,cottage/cabin,in-law,loft,land}
@attribute sqfeet numeric
@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute cats_allowed numeric
@attribute dogs_allowed numeric
@attribute smoking_allowed numeric
@attribute wheelchair_access numeric
@attribute electric_vehicle_charge numeric
@attribute comes_furnished numeric
@attribute laundry_options {'laundry on site','w/d hookups','w/d in unit',unknown,'laundry in bldg','no laundry on site'}
@attribute parking_options {'street parking','off-street parking',unknown,carport,'attached garage','detached garage','no parking','valet parking'}
@attribute demand {yes,no,unknown}

@data
1475,house,2327,4,3,0,1,0,0,0,0,'w/d hookups',carport,no
800,apartment,605,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
550,house,765,2,2,0,0,1,0,0,0,unknown,unknown,yes
775,apartment,750,2,1,1,0,1,0,0,0,'laundry on site',carport,yes
850,apartment,750,2,1,1,0,0,0,0,0,'laundry on site',carport,yes
550,apartment,455,0,1,1,1,1,1,0,0,'laundry on site','off-street parking',yes
740,apartment,750,1,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',yes
800,apartment,849,2,2,1,1,1,0,0,0,'laundry on site',carport,yes
1395,house,1600,3,2,0,0,0,0,0,0,'w/d in unit','attached garage',yes
1024,apartment,1026,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
1055,apartment,1098,3,2,1,1,0,1,0,0,'laundry on site',carport,yes
945,apartment,694,1,1,1,1,0,1,0,0,'w/d in unit',carport,yes
750,apartment,520,2,1.5,0,0,1,0,0,0,'laundry on site','off-street parking',yes
1160,apartment,754,2,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
970,apartment,1042,1,1,1,1,0,1,0,0,'laundry on site',carport,yes
975,apartment,876,2,1,1,1,0,0,0,0,'w/d hookups',carport,yes
815,apartment,694,1,1,1,1,0,1,0,0,'laundry on site',carport,yes
850,apartment,427,0,1,1,1,1,0,0,0,'laundry in bldg',unknown,yes
995,apartment,899,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
949,apartment,748,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
915,apartment,962,2,2,1,1,1,0,0,0,'laundry on site',unknown,yes
905,apartment,861,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
675,apartment,591,1,1,1,1,1,0,0,0,unknown,unknown,yes
885,apartment,636,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
850,apartment,750,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1013,apartment,750,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
770,apartment,810,2,1,1,1,1,0,0,0,unknown,unknown,yes
1150,apartment,550,1,1,0,0,1,0,0,1,'laundry on site','off-street parking',yes
720,apartment,550,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
515,apartment,419,1,1,0,0,1,0,0,0,unknown,unknown,yes
1350,house,1538,3,2,0,0,0,0,0,0,'w/d in unit','attached garage',yes
935,duplex,1225,3,2,0,0,0,0,0,0,'w/d in unit','attached garage',yes
575,apartment,550,1,1,1,0,1,0,0,0,'laundry on site','off-street parking',yes
1200,apartment,879,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
700,apartment,566,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1300,apartment,1666,3,2,1,1,1,0,0,0,'w/d in unit','attached garage',yes
640,house,865,3,1,1,1,1,0,0,0,unknown,unknown,yes
820,townhouse,1200,2,2.5,1,1,0,1,0,0,'w/d in unit',unknown,yes
650,apartment,520,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
850,apartment,720,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
1050,apartment,1225,3,2,0,0,1,0,0,0,'w/d in unit',carport,yes
750,duplex,650,1,1,0,0,1,0,0,0,'w/d hookups',carport,yes
600,apartment,550,1,1,1,0,1,0,0,0,'laundry on site',carport,yes
850,apartment,750,2,1,1,1,1,0,0,0,'laundry on site',carport,yes
1045,apartment,938,2,1.5,1,1,0,0,0,0,'laundry on site',carport,yes
651,apartment,645,1,1,1,1,1,0,0,1,unknown,unknown,yes
775,apartment,863,2,2,1,1,1,0,0,0,'laundry on site',carport,yes
770,apartment,900,2,2,1,1,1,0,0,1,unknown,unknown,yes
625,apartment,624,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1105,apartment,916,2,1,1,1,1,0,0,0,'w/d in unit',carport,yes
614,apartment,562,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
770,apartment,900,2,2,1,1,1,0,0,0,unknown,unknown,yes
770,apartment,820,2,1,1,1,1,0,0,0,unknown,unknown,yes
738,apartment,820,2,1,1,1,1,0,0,0,unknown,unknown,yes
1025,apartment,692,1,1,1,1,1,1,0,0,'w/d in unit',carport,yes
590,apartment,577,1,1,0,0,1,0,0,0,unknown,unknown,yes
892,apartment,775,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
650,apartment,591,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
855,apartment,728,2,2,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1105,apartment,633,1,2,1,1,0,0,0,0,'w/d in unit',carport,yes
595,apartment,369,0,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
1495,house,1584,3,2,1,1,1,0,0,0,'w/d hookups','attached garage',yes
855,apartment,412,2,2,1,1,1,0,0,0,'laundry on site','off-street parking',yes
1010,apartment,685,1,1,1,1,1,1,0,0,'w/d in unit',carport,yes
855,apartment,855,2,2,1,1,1,0,0,0,'laundry on site','off-street parking',yes
816,apartment,710,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
665,apartment,412,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
750,apartment,900,2,1,1,1,0,0,0,0,'laundry on site',carport,yes
1100,apartment,800,2,2,0,0,0,0,0,1,'laundry in bldg','off-street parking',yes
851,apartment,810,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
919,apartment,812,2,1,1,1,1,0,0,0,'laundry on site',unknown,yes
675,apartment,50,1,1,1,1,0,0,0,0,'laundry in bldg','off-street parking',yes
900,apartment,750,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
1200,apartment,1125,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
570,apartment,455,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
1075,townhouse,1400,2,2.5,0,0,0,0,0,0,'w/d in unit','attached garage',yes
1075,apartment,1125,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
835,apartment,885,2,2,1,1,0,0,0,0,'laundry on site',carport,yes
975,apartment,544,1,1,0,0,1,0,0,0,'laundry on site',unknown,yes
1213,house,1171,5,1.5,1,1,1,0,0,0,unknown,unknown,yes
1019,apartment,1140,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
804,apartment,661,1,1,1,1,1,0,0,0,'w/d in unit',carport,yes
890,apartment,660,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
675,duplex,1200,2,1.5,0,1,1,0,0,0,'w/d in unit',unknown,yes
850,house,1982,4,2,1,1,1,0,0,0,unknown,unknown,no
920,apartment,913,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
900,house,1300,4,2,1,1,1,1,0,0,'laundry in bldg','attached garage',no
1350,apartment,1173,2,2,1,1,1,1,0,0,'w/d in unit',carport,yes
499,apartment,1421,4,4,0,0,0,0,0,1,'w/d in unit','detached garage',no
1700,house,2100,4,2,1,1,0,0,0,0,'w/d in unit','attached garage',no
925,house,1220,3,2.5,1,1,1,0,0,0,unknown,unknown,yes
825,manufactured,1493,3,2,1,1,0,0,0,0,'w/d in unit',carport,yes
710,apartment,700,2,1,0,0,1,0,0,0,'laundry on site',carport,yes
1000,manufactured,1300,3,2,0,0,1,0,0,0,'w/d hookups',carport,yes
900,manufactured,1680,3,2,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
1400,manufactured,1900,5,3,0,0,1,0,0,0,'w/d hookups','off-street parking',no
2500,manufactured,3040,4,3,0,0,1,0,0,0,'w/d hookups','detached garage',no
975,manufactured,1500,3,2,1,1,1,0,0,0,'w/d hookups',carport,yes
675,apartment,475,1,1,1,1,0,0,0,0,'laundry on site',carport,yes
900,house,1300,4,2,1,1,0,0,0,0,'w/d hookups','attached garage',no
450,manufactured,400,1,1,0,0,0,0,0,0,'no laundry on site','off-street parking',yes
725,apartment,820,2,1,1,1,0,0,0,0,'laundry on site',carport,yes
750,apartment,670,1,1,1,1,0,0,0,0,'laundry on site',carport,yes
750,apartment,800,2,1,0,0,0,0,0,0,unknown,carport,yes
750,house,1287,3,1,0,0,1,0,0,0,unknown,unknown,yes
375,manufactured,500,1,1,1,1,1,0,0,1,unknown,'off-street parking',yes
1185,house,1513,3,2.5,1,1,1,0,0,0,unknown,unknown,yes
987,condo,1800,2,2,0,0,0,0,0,0,'w/d in unit',unknown,yes
620,apartment,725,2,1,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
985,apartment,1264,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',no
595,apartment,398,0,1,0,0,1,0,0,0,'laundry on site',carport,yes
550,cottage/cabin,900,2,1,0,0,1,0,0,0,'w/d hookups',carport,yes
1500,house,1900,3,2,0,0,1,0,0,0,'w/d hookups','off-street parking',yes
670,house,700,2,2,1,1,1,0,0,1,unknown,unknown,yes
730,apartment,845,2,1,0,0,1,0,0,0,'laundry on site',carport,yes
695,apartment,750,2,1,0,0,1,0,0,0,'laundry on site',carport,yes
875,duplex,1465,3,2,1,1,0,0,0,0,'w/d hookups',unknown,yes
610,apartment,510,1,1,0,0,1,0,0,0,'laundry on site',carport,yes
2100,house,2400,4,2,1,1,0,0,0,0,'w/d in unit','attached garage',no
785,apartment,675,2,2,1,1,0,0,0,0,'laundry on site',carport,yes
510,apartment,500,1,1,0,0,1,0,0,0,'no laundry on site',carport,yes
350,cottage/cabin,160,1,1,0,1,0,0,0,1,'laundry on site',unknown,yes
695,apartment,475,1,1,1,1,1,0,0,0,'laundry on site',carport,yes
815,apartment,675,2,2,1,1,1,0,0,0,'laundry on site',carport,yes
700,apartment,722,2,2,1,1,1,1,1,1,unknown,unknown,yes
700,apartment,723,2,2,1,1,1,1,1,1,unknown,unknown,yes
500,manufactured,350,1,1,0,1,1,0,0,1,'laundry on site','off-street parking',yes
1300,apartment,845,2,1,0,0,1,0,0,0,'laundry on site',carport,yes
1275,house,1850,3,2,0,0,1,0,0,0,'w/d hookups','attached garage',yes
1050,manufactured,980,2,2,1,1,1,0,0,1,'w/d in unit',carport,yes
635,apartment,510,1,1,0,0,1,0,0,0,'laundry on site',carport,yes
1075,condo,1428,3,2,0,0,0,0,0,0,unknown,'detached garage',yes
725,condo,800,1,1,0,0,0,0,0,0,'w/d in unit',carport,yes
475,apartment,500,2,1,0,0,1,0,0,0,'no laundry on site','off-street parking',yes
804,apartment,607,1,1,1,1,1,0,0,0,'w/d hookups',carport,yes
929,apartment,856,2,2,1,1,1,0,0,0,'w/d hookups',carport,yes
954,apartment,919,2,1.5,1,1,1,0,0,0,'w/d hookups',carport,yes
985,duplex,1288,3,1,0,0,0,0,0,0,'w/d in unit','off-street parking',yes
1300,apartment,730,2,1,0,0,1,0,0,0,'laundry on site',carport,yes
1150,house,1000,3,2,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
1995,house,1400,4,2,1,1,1,0,0,1,'w/d hookups','off-street parking',yes
1160,condo,1316,3,2,1,1,1,0,0,0,unknown,unknown,yes
825,house,819,2,1,1,1,1,1,0,0,'w/d in unit','detached garage',yes
1000,house,1669,4,1.5,1,1,1,0,0,0,unknown,unknown,yes
700,house,1642,2,2,1,1,1,0,0,1,'w/d in unit','attached garage',yes
1175,house,1550,3,0,0,0,0,0,0,0,'w/d in unit','attached garage',yes
1700,house,1750,3,2,0,0,1,0,0,0,'w/d in unit','attached garage',yes
900,condo,1080,2,2,0,0,1,0,0,0,'w/d in unit',carport,yes
2350,house,2500,4,3,1,1,0,0,0,0,'w/d hookups','attached garage',yes
1700,house,1750,3,2,0,0,0,0,0,0,'w/d in unit','attached garage',yes
700,duplex,900,2,1,0,0,0,0,0,0,'laundry on site','off-street parking',yes
954,apartment,919,2,1.5,1,1,1,0,0,0,'w/d in unit',carport,yes
1950,house,3300,4,3,0,0,1,0,0,0,'w/d hookups','attached garage',no
855,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1100,duplex,1180,2,2,1,1,1,0,0,0,'w/d in unit',carport,yes
795,townhouse,1200,2,2.5,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
900,house,1700,3,2,1,1,0,1,0,0,'w/d in unit','attached garage',yes
800,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
548,house,2238,4,3,0,0,1,0,0,0,'w/d hookups','attached garage',no
594,house,2284,4,3,0,0,1,0,0,0,'w/d hookups','attached garage',no
1195,house,1112,3,2,0,0,0,0,0,0,unknown,'attached garage',yes
845,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
950,duplex,1350,3,2,0,0,0,0,0,0,'w/d in unit','street parking',yes
1300,apartment,1750,4,2,0,0,0,0,0,0,unknown,unknown,no
560,apartment,550,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
975,condo,1600,3,2.5,1,1,1,0,0,0,'w/d hookups','attached garage',yes
840,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
785,apartment,625,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
895,duplex,1206,2,2,1,1,0,0,0,0,'w/d hookups','attached garage',yes
825,house,660,2,1,1,1,0,0,0,0,'w/d in unit',carport,yes
950,house,1000,3,2,1,1,1,0,0,0,unknown,unknown,yes
1950,house,1640,3,2,0,0,0,0,0,1,'w/d in unit','attached garage',yes
1450,house,1825,4,2,1,1,0,0,0,0,'w/d hookups','attached garage',yes
1000,house,1300,3,1.5,0,0,0,0,0,0,'w/d in unit','off-street parking',yes
1200,house,1482,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
820,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1095,house,1301,3,2,1,1,0,0,0,0,'w/d hookups','attached garage',yes
1425,house,1650,3,2,1,1,0,0,0,0,'w/d hookups','attached garage',yes
820,apartment,960,2,2,1,1,1,0,0,0,unknown,unknown,yes
950,apartment,730,1,1,1,1,1,0,0,0,unknown,unknown,yes
875,apartment,730,1,1,1,1,1,0,0,0,unknown,unknown,yes
900,house,852,2,2,0,0,0,0,0,0,'w/d in unit','attached garage',yes
850,apartment,792,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
820,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit','detached garage',yes
1490,house,1700,3,2,1,1,0,0,0,1,'laundry on site','attached garage',yes
1795,house,1800,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
795,condo,900,1,1,1,1,0,0,0,0,'w/d in unit','street parking',yes
1075,townhouse,1400,2,2.5,1,1,0,0,0,0,'w/d in unit','attached garage',yes
935,duplex,1225,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
855,apartment,960,2,2,1,1,1,0,0,0,unknown,unknown,yes
520,house,800,2,1,1,1,1,0,0,0,unknown,unknown,yes
865,apartment,730,1,1,1,1,1,0,0,0,unknown,unknown,yes
995,townhouse,1100,2,2,0,0,0,0,0,0,'w/d in unit','off-street parking',yes
645,apartment,860,2,1,0,0,0,0,0,0,'w/d in unit','off-street parking',yes
545,apartment,690,1,1,0,0,0,0,0,0,'w/d in unit',unknown,yes
815,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
820,townhouse,1200,2,2.5,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
840,apartment,730,1,1,1,1,1,0,0,0,unknown,unknown,yes
805,apartment,960,2,2,1,1,1,0,0,0,unknown,unknown,yes
1385,townhouse,1508,2,2.5,0,0,0,0,0,0,'w/d in unit','attached garage',yes
1385,townhouse,1858,2,2.5,0,0,0,0,0,0,'w/d in unit','attached garage',yes
815,apartment,1085,3,2,1,1,1,1,0,0,'w/d hookups',unknown,yes
500,apartment,600,1,1,0,0,1,0,0,0,'w/d in unit',unknown,yes
750,townhouse,1100,2,1.5,0,0,1,0,0,0,'w/d in unit',unknown,yes
625,townhouse,1050,2,1.5,0,0,1,0,0,0,'w/d in unit',unknown,yes
865,apartment,960,2,2,1,1,1,0,0,0,unknown,unknown,yes
735,apartment,912,2,2,1,1,1,1,0,0,'w/d hookups',unknown,yes
605,apartment,673,1,1,1,1,1,1,0,0,'w/d hookups',unknown,yes
625,apartment,700,1,1,1,1,0,0,0,0,'laundry in bldg','street parking',yes
795,apartment,1000,2,2,1,1,0,0,0,0,'laundry in bldg','street parking',yes
865,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1400,house,2000,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
795,duplex,960,2,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
949,apartment,1074,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1880,apartment,1105,2,2,1,1,0,0,0,1,'w/d in unit',unknown,yes
950,duplex,1350,3,2,0,0,0,0,0,0,'w/d in unit','off-street parking',yes
975,townhouse,1242,2,2.5,1,1,0,0,0,0,'w/d in unit','attached garage',yes
775,condo,900,1,1,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
1150,house,1352,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
1000,condo,1213,2,2.5,1,1,0,0,0,0,'w/d in unit','attached garage',yes
595,apartment,612,1,1,1,1,0,0,0,0,'w/d in unit',unknown,yes
1350,townhouse,1377,3,2.5,1,1,0,0,0,0,'w/d in unit','attached garage',yes
920,apartment,1200,3,2,1,1,1,0,0,0,unknown,unknown,yes
950,duplex,1227,3,1,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
830,apartment,960,2,2,1,1,1,0,0,0,unknown,unknown,yes
890,apartment,730,1,1,1,1,1,0,0,0,unknown,unknown,yes
1500,house,1699,3,2.5,0,0,1,0,0,0,'w/d in unit','attached garage',yes
585,manufactured,1500,3,2,0,0,0,0,0,0,unknown,unknown,yes
825,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
499,apartment,310,1,1,1,1,0,0,0,1,'w/d in unit',unknown,yes
500,apartment,550,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
560,apartment,545,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
700,apartment,989,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
730,apartment,1043,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
795,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit','detached garage',yes
590,house,825,3,1,1,1,1,0,0,0,unknown,unknown,yes
1600,house,2016,3,2,0,0,0,0,0,0,'w/d hookups',unknown,yes
645,apartment,690,2,1,0,0,0,0,0,0,'w/d in unit',unknown,yes
750,townhouse,1000,2,1,0,0,1,0,0,0,'w/d in unit','off-street parking',yes
840,apartment,960,2,2,1,1,1,0,0,0,unknown,unknown,yes
830,apartment,730,1,1,1,1,1,0,0,0,unknown,unknown,yes
800,apartment,960,2,2,1,1,1,0,0,0,unknown,unknown,yes
1150,house,1450,3,2,0,0,1,0,0,0,'w/d hookups','attached garage',yes
1500,house,1754,3,2,0,0,0,0,0,0,'w/d hookups',carport,yes
1655,apartment,1493,3,2,1,1,0,1,0,1,'w/d in unit','attached garage',yes
1200,house,1050,3,2,1,1,1,0,0,0,unknown,unknown,yes
1555,apartment,1411,3,2,1,1,0,1,0,1,'w/d in unit',unknown,yes
840,apartment,730,1,1,1,1,1,0,0,0,'w/d in unit',unknown,yes
1565,apartment,1352,2,2,1,1,0,1,0,1,'w/d in unit','attached garage',yes
1030,house,1450,3,2,0,0,0,0,0,0,'w/d hookups','attached garage',yes
1415,apartment,1248,2,2,1,1,0,0,0,1,'w/d in unit','attached garage',yes
1300,apartment,1219,1,1,1,1,0,1,0,1,'w/d in unit','attached garage',yes
1624,apartment,1511,2,2,1,1,0,0,0,1,'w/d in unit','attached garage',yes
1270,apartment,1260,2,2,1,1,0,1,0,1,'w/d in unit',unknown,yes
1160,apartment,863,1,1,1,1,0,1,0,1,'w/d in unit',unknown,yes
1215,apartment,1059,2,2,1,1,0,1,0,1,'w/d in unit',unknown,yes
1269,apartment,923,1,1,1,1,0,0,0,1,'w/d in unit','attached garage',yes
985,apartment,751,1,1,1,1,0,1,0,1,'w/d in unit',unknown,yes
750,house,725,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',yes
520,house,955,3,3,0,0,1,0,0,0,unknown,unknown,yes
875,duplex,1200,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
795,townhouse,1120,2,1.5,0,0,1,0,0,0,'w/d in unit','off-street parking',yes
625,apartment,577,1,1,1,1,0,0,0,0,'w/d in unit','off-street parking',yes
550,duplex,525,1,1,0,0,1,0,0,0,unknown,unknown,yes
1250,apartment,650,1,1,0,0,0,0,0,1,'laundry on site','off-street parking',yes
795,apartment,525,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
795,apartment,432,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',yes
1795,townhouse,1906,3,2.5,1,1,1,0,0,0,'w/d in unit','attached garage',yes
1200,house,1400,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',yes
675,apartment,925,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
875,apartment,1250,3,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1050,townhouse,1400,3,2,0,0,1,0,0,0,'w/d in unit','street parking',yes
750,duplex,1200,2,1,0,0,1,0,0,0,'w/d in unit','attached garage',yes
840,apartment,889,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
75,apartment,544,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
915,apartment,1093,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
870,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit','detached garage',yes
755,apartment,665,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
840,apartment,960,2,2,1,0,1,0,0,0,'w/d in unit',unknown,yes
700,apartment,895,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1195,duplex,1300,2,2.5,0,0,1,0,0,0,unknown,unknown,yes
950,house,900,2,1,0,0,1,0,0,0,'w/d in unit','off-street parking',yes
465,apartment,1200,3,3,1,1,0,1,0,1,'w/d in unit','off-street parking',yes
740,duplex,1100,2,1.5,0,1,1,0,0,0,'w/d hookups','off-street parking',yes
1250,condo,1143,3,2,1,1,1,0,0,0,unknown,unknown,yes
275,apartment,550,1,1,1,1,0,0,0,1,'no laundry on site','off-street parking',yes
835,apartment,1093,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1800,house,2478,3,2.5,1,1,1,0,0,0,'laundry in bldg','attached garage',yes
825,apartment,593,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
1695,apartment,1654,3,2,1,1,0,1,0,1,'w/d in unit','attached garage',yes
1200,house,950,2,1.5,0,0,1,0,0,1,'w/d in unit','off-street parking',yes
1275,apartment,1219,2,2,1,1,0,1,0,1,'w/d in unit',unknown,yes
1405,apartment,1248,2,2,1,1,0,1,0,1,'w/d in unit','attached garage',yes
1599,apartment,1511,2,2,1,1,0,1,0,1,'w/d in unit',unknown,yes
1555,apartment,1352,2,2,1,1,0,1,0,1,'w/d in unit','attached garage',yes
1260,apartment,1260,2,2,1,1,0,1,0,1,'w/d in unit',unknown,yes
1205,apartment,1059,1,1,1,1,0,1,0,1,'w/d in unit',unknown,yes
1280,apartment,923,1,1,1,1,0,1,0,1,'w/d in unit','attached garage',yes
1230,apartment,873,1,1,1,1,0,1,0,1,'w/d in unit','attached garage',yes
1150,apartment,863,1,1,1,1,0,1,0,1,'w/d in unit',unknown,yes
1095,apartment,811,1,1,1,1,0,1,0,1,'w/d in unit',unknown,yes
975,apartment,751,1,1,1,1,0,1,0,1,'w/d in unit',unknown,yes
1250,house,1973,3,2,0,0,0,0,0,0,'w/d in unit','attached garage',yes
550,apartment,600,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',yes
950,townhouse,1600,2,1.5,0,1,0,0,0,0,'w/d in unit','off-street parking',yes
1460,apartment,1248,2,2,1,1,0,1,0,1,'w/d in unit','attached garage',yes
1300,apartment,1219,2,2,1,1,0,1,0,1,'w/d in unit',unknown,yes
985,duplex,1250,3,1.5,0,0,1,0,0,0,'w/d hookups','attached garage',yes
1200,duplex,1400,3,2,0,0,1,0,0,0,'w/d in unit','attached garage',yes
1624,apartment,1511,2,2,1,1,0,1,0,1,'w/d in unit','attached garage',yes
1530,apartment,1352,2,2,1,1,0,1,0,1,'w/d in unit','attached garage',yes
950,duplex,1336,3,2,1,1,0,0,0,0,'w/d hookups','attached garage',yes
1269,apartment,923,1,1,1,1,0,1,0,1,'w/d in unit','attached garage',yes
1495,house,1525,3,2,0,1,1,0,0,0,'w/d hookups','attached garage',yes
950,apartment,1240,2,2,0,0,1,0,0,0,'w/d in unit','attached garage',yes
1160,apartment,811,1,1,1,1,0,1,0,1,'w/d in unit',unknown,yes
1009,apartment,751,1,1,1,1,0,1,0,1,'w/d in unit',unknown,yes
1995,house,1703,3,2,0,0,0,0,0,0,'w/d hookups','attached garage',yes
1795,house,1788,3,2,0,0,0,0,0,0,'w/d in unit','attached garage',yes
1000,townhouse,1160,2,2,1,1,0,0,0,0,'w/d in unit',unknown,yes
1800,condo,990,1,1,1,1,0,0,0,1,'w/d in unit','attached garage',yes
900,house,900,2,1,1,0,1,0,0,0,'laundry on site','off-street parking',yes
855,apartment,1032,3,2,1,1,0,0,0,0,'w/d hookups','off-street parking',yes
1800,house,2000,4,2,1,1,1,0,0,0,'w/d in unit','detached garage',no
1500,house,1454,3,2,1,1,1,0,0,0,'w/d in unit','off-street parking',yes
600,house,600,1,1,0,0,0,0,0,0,'w/d hookups',unknown,yes
2100,house,2137,4,2,1,1,1,0,0,0,'w/d in unit','attached garage',no
900,townhouse,1295,2,2.5,1,0,0,0,0,0,'w/d in unit','attached garage',yes
1225,apartment,1100,2,2,1,1,1,0,0,0,'w/d in unit','attached garage',yes
750,apartment,1100,2,1.5,0,0,1,0,0,0,'w/d in unit',unknown,yes
680,duplex,1200,2,1.5,0,0,1,0,0,0,'w/d hookups','attached garage',yes
1000,townhouse,1100,2,2,1,1,1,0,0,0,unknown,unknown,yes
493,house,1610,3,2,0,1,1,0,0,1,'w/d in unit','attached garage',yes
1000,duplex,1459,3,2,0,0,0,0,0,0,'w/d hookups','attached garage',yes
1200,house,1638,4,2,1,1,1,0,0,0,'w/d hookups','off-street parking',no
2400,house,3800,5,3,1,1,0,0,0,0,'laundry on site','attached garage',no
1149,apartment,990,2,2,1,1,1,0,0,0,'w/d in unit',unknown,yes
1595,condo,1158,2,2,1,1,1,0,0,0,'w/d in unit','attached garage',yes
