@relation housing_train_cleaned-weka.filters.unsupervised.attribute.Remove-R3-13-weka.filters.unsupervised.attribute.Remove-V-R1-3

@attribute rent numeric
@attribute type {apartment,house,manufactured,townhouse,condo,duplex,flat,cottage/cabin,in-law,loft,land}
@attribute demand {yes,no,unknown}

@data
781,apartment,yes
550,townhouse,yes
1429,apartment,yes
680,apartment,yes
650,apartment,yes
599,apartment,yes
100,condo,yes
760,apartment,yes
755,apartment,yes
1050,apartment,yes
870,apartment,yes
947,apartment,yes
1235,apartment,yes
850,apartment,yes
865,apartment,yes
680,apartment,yes
725,apartment,yes
693,apartment,yes
855,apartment,yes
1814,apartment,yes
820,apartment,yes
1140,apartment,yes
775,apartment,yes
630,house,yes
2063,apartment,yes
775,apartment,yes
800,apartment,yes
1429,apartment,yes
784,apartment,yes
650,apartment,yes
825,apartment,yes
713,apartment,yes
808,apartment,yes
821,apartment,yes
662,apartment,yes
1399,apartment,yes
970,apartment,yes
527,apartment,yes
689,apartment,yes
815,apartment,yes
953,apartment,yes
830,apartment,yes
1010,apartment,yes
855,apartment,yes
898,apartment,yes
931,apartment,yes
1150,house,yes
668,apartment,yes
675,apartment,yes
900,apartment,yes
771,apartment,yes
830,apartment,yes
991,apartment,yes
1151,house,yes
1125,apartment,yes
1064,apartment,yes
1700,apartment,yes
960,apartment,yes
775,apartment,yes
820,townhouse,yes
1643,apartment,yes
1329,apartment,yes
805,apartment,yes
751,apartment,yes
771,apartment,yes
790,apartment,yes
985,apartment,yes
925,apartment,yes
860,apartment,yes
700,manufactured,yes
860,apartment,yes
668,apartment,yes
962,apartment,yes
600,house,yes
1000,house,yes
1768,townhouse,yes
950,house,yes
4325,apartment,yes
783,apartment,yes
660,apartment,yes
625,apartment,yes
750,apartment,yes
1000,house,yes
1100,townhouse,yes
931,apartment,yes
625,apartment,yes
1400,house,yes
1933,apartment,yes
750,apartment,yes
635,apartment,yes
780,apartment,yes
920,apartment,yes
1091,apartment,yes
770,apartment,yes
3250,house,no
876,apartment,yes
790,apartment,yes
725,apartment,yes
1100,cottage/cabin,yes
1650,house,no
3195,apartment,yes
825,apartment,yes
730,apartment,yes
2306,apartment,yes
1139,apartment,yes
1271,apartment,yes
975,apartment,yes
525,apartment,yes
1095,apartment,yes
1550,apartment,yes
648,apartment,yes
600,apartment,yes
995,apartment,yes
754,townhouse,yes
860,apartment,yes
650,apartment,yes
750,apartment,yes
816,apartment,yes
903,apartment,yes
655,apartment,yes
845,apartment,yes
445,house,yes
795,apartment,yes
855,apartment,yes
900,condo,yes
646,apartment,yes
1375,house,no
995,apartment,yes
599,apartment,yes
750,house,yes
1095,apartment,yes
2100,house,yes
825,apartment,yes
900,apartment,yes
893,apartment,yes
731,apartment,yes
1850,house,no
539,apartment,yes
700,house,yes
1285,apartment,yes
630,apartment,yes
869,apartment,yes
690,apartment,yes
1774,apartment,yes
1200,house,yes
800,apartment,yes
609,apartment,no
799,townhouse,yes
1850,duplex,yes
600,apartment,yes
1599,house,yes
730,apartment,yes
600,apartment,yes
1554,apartment,yes
655,apartment,yes
880,apartment,yes
630,apartment,yes
850,apartment,yes
675,apartment,yes
609,apartment,yes
1000,apartment,yes
960,apartment,yes
750,apartment,yes
1232,apartment,yes
981,apartment,yes
860,apartment,yes
619,apartment,yes
610,apartment,yes
619,apartment,yes
1650,house,no
709,apartment,yes
851,apartment,yes
1145,apartment,yes
1250,apartment,yes
780,apartment,yes
755,apartment,yes
720,apartment,yes
825,townhouse,yes
725,apartment,yes
599,house,yes
619,apartment,no
949,apartment,yes
725,apartment,yes
850,apartment,yes
530,house,yes
900,house,yes
1175,apartment,yes
875,apartment,yes
630,apartment,yes
725,apartment,yes
650,apartment,yes
1090,townhouse,yes
690,apartment,yes
600,apartment,yes
690,apartment,yes
740,apartment,yes
995,apartment,yes
840,apartment,yes
650,apartment,yes
645,apartment,yes
619,apartment,yes
699,apartment,yes
600,apartment,yes
740,apartment,yes
1295,apartment,yes
990,apartment,yes
989,apartment,yes
643,apartment,yes
600,manufactured,yes
909,apartment,yes
895,apartment,yes
866,apartment,yes
900,apartment,yes
950,apartment,yes
822,apartment,yes
850,apartment,yes
499,apartment,yes
619,apartment,yes
979,apartment,yes
619,apartment,no
580,townhouse,yes
843,apartment,yes
980,apartment,yes
869,apartment,yes
740,apartment,yes
499,apartment,yes
820,apartment,yes
781,apartment,yes
883,apartment,yes
657,apartment,yes
770,apartment,yes
690,apartment,yes
600,apartment,yes
690,apartment,yes
791,apartment,yes
1150,apartment,yes
791,apartment,yes
825,house,yes
645,apartment,yes
1578,apartment,yes
720,apartment,yes
695,apartment,yes
589,apartment,yes
900,house,yes
740,apartment,yes
600,apartment,yes
740,apartment,yes
750,duplex,yes
600,apartment,yes
439,house,yes
999,apartment,yes
420,house,yes
895,apartment,yes
1099,apartment,yes
850,house,yes
1300,house,no
670,duplex,yes
1108,apartment,yes
776,apartment,yes
938,apartment,yes
420,house,yes
799,apartment,yes
468,house,yes
720,apartment,yes
555,apartment,yes
895,apartment,yes
775,apartment,yes
690,apartment,yes
699,apartment,yes
837,apartment,yes
559,apartment,yes
950,house,yes
650,apartment,yes
895,apartment,yes
1225,house,yes
650,apartment,yes
774,apartment,yes
630,apartment,yes
629,manufactured,yes
359,house,yes
320,house,yes
1119,apartment,yes
877,apartment,yes
1300,house,yes
655,apartment,yes
705,apartment,yes
730,apartment,yes
685,house,yes
785,townhouse,yes
550,house,yes
740,house,yes
575,house,yes
640,apartment,yes
612,house,yes
885,apartment,yes
720,apartment,yes
650,apartment,yes
800,house,yes
624,apartment,yes
1061,apartment,yes
580,house,yes
530,apartment,yes
660,apartment,yes
999,apartment,yes
630,apartment,yes
985,house,no
735,apartment,yes
460,house,yes
975,house,yes
700,apartment,yes
800,apartment,yes
950,house,yes
1120,apartment,yes
1002,apartment,yes
744,apartment,yes
1025,house,no
907,apartment,yes
735,apartment,yes
1185,apartment,no
645,apartment,yes
785,apartment,yes
760,apartment,yes
791,apartment,yes
555,apartment,yes
1020,apartment,yes
1129,apartment,yes
1032,apartment,yes
1235,house,yes
1100,apartment,yes
407,house,yes
577,house,yes
358,house,yes
580,house,yes
760,apartment,yes
1007,apartment,yes
1126,apartment,yes
640,apartment,yes
1100,house,yes
730,apartment,yes
1043,apartment,yes
675,apartment,yes
760,apartment,yes
850,house,yes
1850,house,yes
1020,apartment,yes
1500,house,no
590,apartment,yes
760,apartment,yes
600,apartment,yes
1050,apartment,yes
590,apartment,yes
796,apartment,yes
529,manufactured,yes
1028,apartment,yes
1995,townhouse,no
690,apartment,yes
1100,house,yes
575,apartment,yes
900,condo,yes
1025,apartment,yes
735,apartment,yes
640,apartment,yes
850,apartment,yes
735,apartment,yes
1036,apartment,yes
935,apartment,yes
799,apartment,yes
645,apartment,yes
640,apartment,yes
785,townhouse,yes
624,apartment,yes
981,apartment,yes
1297,apartment,yes
825,townhouse,yes
700,house,yes
768,apartment,yes
890,apartment,yes
1070,apartment,yes
1015,apartment,yes
630,apartment,yes
640,apartment,yes
735,apartment,yes
640,apartment,yes
760,apartment,yes
1202,apartment,yes
650,apartment,yes
650,apartment,yes
566,apartment,yes
745,apartment,yes
900,house,yes
699,apartment,yes
1000,apartment,yes
1202,apartment,yes
605,apartment,yes
735,apartment,yes
650,apartment,yes
745,apartment,yes
900,house,no
645,apartment,yes
699,apartment,yes
650,apartment,yes
950,house,yes
599,apartment,yes
600,house,no
1099,house,yes
650,apartment,yes
795,house,yes
900,house,no
699,apartment,yes
1850,house,yes
645,apartment,yes
530,apartment,yes
735,apartment,yes
690,apartment,yes
640,apartment,yes
645,apartment,yes
1125,house,yes
1000,apartment,no
1500,house,yes
1499,house,no
480,apartment,yes
580,apartment,yes
480,apartment,yes
750,apartment,yes
605,apartment,yes
670,house,yes
565,apartment,yes
660,apartment,yes
850,townhouse,yes
480,apartment,yes
550,duplex,yes
699,apartment,yes
650,apartment,yes
754,apartment,yes
605,apartment,yes
1150,house,yes
614,apartment,yes
600,apartment,yes
700,house,yes
759,apartment,yes
750,apartment,yes
700,apartment,yes
680,apartment,yes
899,townhouse,yes
770,apartment,yes
634,apartment,yes
869,apartment,yes
875,manufactured,yes
1049,townhouse,yes
1000,townhouse,yes
899,townhouse,yes
750,townhouse,yes
1165,apartment,yes
570,house,yes
630,apartment,yes
940,apartment,yes
1040,apartment,yes
675,apartment,yes
750,apartment,yes
850,apartment,yes
990,apartment,yes
1282,apartment,yes
852,apartment,yes
814,apartment,yes
600,house,yes
629,apartment,no
1275,house,yes
779,apartment,yes
634,apartment,no
990,apartment,yes
1225,apartment,yes
600,apartment,yes
1089,house,yes
659,apartment,yes
510,house,yes
1229,house,yes
1262,apartment,yes
680,apartment,yes
1015,apartment,yes
800,house,yes
1149,house,yes
599,apartment,yes
1209,house,no
1229,house,no
1089,apartment,yes
644,apartment,yes
1475,apartment,yes
735,apartment,yes
1160,house,yes
700,apartment,yes
945,apartment,unknown
925,apartment,unknown
945,apartment,unknown
840,apartment,unknown
935,apartment,unknown
815,apartment,unknown
815,apartment,unknown
850,apartment,unknown
1195,apartment,unknown
1050,apartment,unknown
890,apartment,unknown
1020,apartment,unknown
890,apartment,unknown
1550,duplex,unknown
1350,apartment,unknown
1200,apartment,unknown
1050,duplex,unknown
935,apartment,unknown
935,apartment,unknown
1525,apartment,unknown
1800,townhouse,unknown
1250,duplex,unknown
975,apartment,unknown
1225,apartment,unknown
1400,apartment,unknown
1175,apartment,unknown
895,apartment,unknown
775,apartment,unknown
1550,condo,unknown
2300,condo,unknown
1750,house,unknown
1100,apartment,unknown
2000,townhouse,unknown
1040,apartment,unknown
1000,apartment,unknown
920,apartment,unknown
781,apartment,unknown
959,apartment,unknown
2300,apartment,unknown
1195,apartment,unknown
1050,apartment,unknown
959,apartment,unknown
603,apartment,unknown
1095,apartment,unknown
959,apartment,unknown
600,apartment,unknown
1295,condo,unknown
2100,townhouse,unknown
1150,apartment,unknown
1265,apartment,unknown
1025,apartment,unknown
1095,condo,unknown
680,condo,unknown
1500,house,unknown
1300,apartment,unknown
1875,duplex,unknown
1085,apartment,unknown
900,apartment,unknown
900,apartment,unknown
650,apartment,unknown
1000,apartment,unknown
1000,apartment,unknown
675,apartment,unknown
1850,condo,unknown
695,apartment,unknown
1750,duplex,unknown
1450,manufactured,unknown
1000,apartment,unknown
1399,condo,unknown
1295,apartment,unknown
860,apartment,unknown
885,apartment,unknown
890,apartment,unknown
1750,house,unknown
830,apartment,unknown
785,apartment,unknown
960,apartment,unknown
1850,house,unknown
1075,apartment,unknown
850,apartment,unknown
1400,house,unknown
1500,duplex,unknown
900,apartment,unknown
1330,apartment,unknown
1550,house,unknown
800,apartment,unknown
1300,duplex,unknown
800,apartment,unknown
700,apartment,unknown
1050,house,unknown
805,apartment,yes
1650,townhouse,yes
1650,townhouse,yes
1570,townhouse,yes
1050,duplex,yes
1350,duplex,yes
1025,apartment,yes
1175,apartment,yes
950,apartment,yes
1450,duplex,yes
1400,duplex,yes
1350,townhouse,yes
1400,duplex,yes
850,apartment,yes
850,apartment,yes
1199,apartment,yes
965,apartment,yes
985,apartment,yes
875,house,yes
1695,condo,yes
2495,house,no
1475,apartment,yes
1625,apartment,yes
1350,apartment,yes
700,apartment,yes
1075,apartment,yes
1200,apartment,yes
1475,duplex,yes
1900,house,yes
850,apartment,yes
875,apartment,yes
1100,apartment,yes
800,apartment,yes
925,apartment,yes
1100,apartment,yes
875,apartment,yes
1200,house,yes
1400,apartment,yes
795,apartment,yes
895,apartment,yes
1300,apartment,yes
1045,apartment,yes
1890,house,yes
1300,duplex,yes
1100,apartment,yes
1350,apartment,yes
1200,apartment,yes
1250,apartment,yes
1700,condo,yes
2550,house,yes
2500,house,no
1150,duplex,yes
875,apartment,yes
1090,apartment,yes
1075,apartment,yes
1850,townhouse,yes
1700,duplex,yes
1250,apartment,yes
1075,apartment,yes
950,duplex,yes
795,apartment,yes
1350,cottage/cabin,yes
1350,apartment,yes
1650,duplex,yes
1050,house,yes
840,apartment,yes
840,apartment,yes
975,apartment,yes
900,apartment,yes
815,apartment,yes
945,apartment,yes
840,apartment,yes
800,apartment,yes
945,apartment,yes
1035,apartment,yes
1160,apartment,yes
1250,apartment,yes
1390,apartment,yes
1050,apartment,yes
1825,house,yes
850,apartment,yes
1125,apartment,yes
975,apartment,yes
1650,townhouse,yes
1085,apartment,yes
940,apartment,yes
835,apartment,yes
940,apartment,yes
1995,house,yes
790,apartment,yes
1250,apartment,yes
1045,apartment,yes
1085,apartment,yes
835,apartment,yes
1650,apartment,yes
1140,apartment,yes
890,apartment,yes
870,apartment,yes
1575,duplex,yes
1375,apartment,yes
1075,condo,yes
1700,apartment,yes
960,apartment,yes
1250,in-law,yes
1085,apartment,yes
1350,house,yes
1650,townhouse,yes
1800,townhouse,yes
1750,townhouse,yes
1950,townhouse,yes
800,condo,yes
900,condo,yes
900,condo,yes
1200,condo,yes
1150,house,yes
1085,apartment,yes
810,apartment,yes
890,apartment,yes
1160,apartment,yes
888,apartment,yes
1600,townhouse,yes
840,apartment,yes
0,apartment,yes
1300,condo,yes
2295,house,yes
1600,house,yes
795,apartment,yes
750,apartment,yes
1400,condo,yes
1250,duplex,yes
1400,duplex,yes
975,apartment,yes
720,apartment,yes
890,apartment,yes
1500,apartment,yes
1500,apartment,yes
1200,condo,yes
895,duplex,yes
1550,condo,yes
2095,house,yes
1740,condo,yes
1695,apartment,yes
1250,apartment,yes
950,apartment,yes
1450,condo,yes
1600,duplex,no
1400,duplex,yes
1850,house,yes
1650,duplex,yes
1150,apartment,yes
875,apartment,yes
810,apartment,yes
950,apartment,yes
1350,condo,yes
1050,condo,yes
915,apartment,yes
870,apartment,yes
1500,house,yes
940,apartment,yes
925,apartment,yes
845,apartment,yes
835,apartment,yes
890,apartment,yes
1250,duplex,yes
835,apartment,yes
940,apartment,yes
840,apartment,yes
1500,condo,yes
1050,apartment,yes
1090,apartment,yes
1120,apartment,yes
785,apartment,yes
1095,condo,yes
1095,condo,yes
990,apartment,yes
950,apartment,yes
1300,duplex,yes
1600,apartment,yes
1000,apartment,yes
1,duplex,yes
990,apartment,yes
1200,condo,yes
990,apartment,yes
1150,duplex,yes
1000,apartment,yes
855,apartment,yes
925,apartment,yes
820,apartment,yes
39,apartment,yes
925,apartment,yes
820,apartment,yes
2300,house,no
1100,apartment,yes
1100,apartment,yes
1695,apartment,yes
1050,house,yes
925,apartment,yes
1600,duplex,yes
1750,house,yes
875,duplex,yes
1270,manufactured,yes
1650,apartment,yes
975,apartment,yes
705,apartment,yes
1040,apartment,yes
745,apartment,yes
1150,apartment,yes
650,cottage/cabin,yes
650,apartment,yes
1250,apartment,yes
1175,duplex,yes
760,apartment,yes
1350,apartment,yes
1795,apartment,yes
1140,apartment,yes
1265,apartment,yes
1850,apartment,yes
1200,duplex,yes
1095,apartment,yes
1300,apartment,yes
1400,duplex,yes
1575,duplex,yes
820,apartment,yes
2100,duplex,yes
1132,apartment,yes
710,apartment,yes
865,apartment,yes
1475,duplex,yes
1100,apartment,yes
1500,apartment,yes
975,apartment,yes
1400,duplex,yes
1025,apartment,yes
840,apartment,yes
890,apartment,yes
820,apartment,yes
950,apartment,yes
710,apartment,yes
885,apartment,yes
1132,townhouse,yes
970,apartment,yes
975,apartment,yes
1140,apartment,yes
1475,apartment,yes
1250,apartment,yes
1250,apartment,yes
1625,apartment,yes
1050,house,yes
800,apartment,yes
2600,house,yes
2600,house,yes
1675,duplex,yes
1295,duplex,yes
1750,house,yes
1350,duplex,yes
1585,condo,yes
800,apartment,yes
725,apartment,yes
1525,apartment,yes
1100,apartment,yes
1850,townhouse,yes
895,townhouse,yes
925,apartment,yes
607,house,yes
740,apartment,yes
2025,house,yes
1450,duplex,yes
1199,apartment,yes
945,apartment,yes
895,apartment,yes
1450,house,yes
0,apartment,yes
1225,apartment,yes
1900,duplex,yes
920,apartment,yes
1650,duplex,yes
560,house,yes
1750,townhouse,yes
1500,townhouse,yes
1235,apartment,yes
875,apartment,yes
895,apartment,yes
895,apartment,yes
935,apartment,yes
850,apartment,yes
1095,apartment,yes
975,apartment,yes
1030,apartment,yes
875,apartment,yes
1500,apartment,yes
800,apartment,yes
1350,duplex,yes
1250,duplex,yes
995,apartment,yes
1300,house,yes
1400,townhouse,yes
1400,house,yes
1350,apartment,yes
1325,apartment,yes
1250,apartment,yes
1625,apartment,yes
1400,house,yes
1350,house,yes
1170,apartment,yes
1495,apartment,yes
1123,townhouse,yes
885,apartment,yes
985,apartment,yes
1132,townhouse,yes
1095,apartment,yes
1070,apartment,yes
780,apartment,yes
890,apartment,yes
1100,cottage/cabin,yes
1250,apartment,yes
1850,house,yes
825,apartment,yes
1450,condo,yes
825,apartment,yes
1045,apartment,yes
1650,townhouse,yes
850,apartment,yes
1175,apartment,yes
1525,duplex,yes
959,apartment,yes
1650,apartment,yes
1400,apartment,yes
1099,duplex,yes
850,apartment,yes
850,house,yes
1250,apartment,yes
1200,apartment,yes
1050,apartment,yes
1800,manufactured,yes
820,apartment,yes
925,apartment,yes
1750,condo,yes
1015,apartment,yes
1050,apartment,yes
995,house,yes
825,apartment,yes
1000,apartment,yes
1050,apartment,yes
1145,apartment,yes
1800,house,yes
1800,duplex,yes
2800,house,no
1790,apartment,no
1790,apartment,no
925,apartment,yes
1047,townhouse,yes
760,apartment,yes
875,apartment,yes
1395,apartment,yes
795,apartment,yes
900,house,yes
1800,duplex,yes
2300,house,no
1070,apartment,yes
1132,townhouse,yes
1600,condo,yes
1050,apartment,yes
845,apartment,yes
794,apartment,yes
795,apartment,yes
1400,house,yes
675,apartment,yes
3100,house,no
695,apartment,yes
715,apartment,yes
710,apartment,yes
1950,townhouse,yes
905,apartment,yes
1180,apartment,yes
1100,apartment,yes
1295,apartment,yes
1795,condo,yes
1395,townhouse,yes
1145,manufactured,yes
1145,manufactured,yes
920,apartment,yes
1450,condo,yes
1500,house,yes
1900,condo,yes
1800,house,yes
1235,house,no
1895,condo,yes
800,duplex,yes
1300,house,yes
1250,apartment,yes
1084,apartment,yes
904,apartment,yes
1165,apartment,yes
1295,apartment,yes
1550,duplex,yes
1395,condo,yes
1295,apartment,yes
975,apartment,yes
1185,apartment,yes
1550,apartment,yes
1000,apartment,yes
1950,house,no
1010,apartment,yes
1100,apartment,yes
1950,house,yes
1350,duplex,yes
1100,apartment,yes
2200,house,no
995,apartment,yes
2000,house,yes
885,apartment,yes
1084,apartment,yes
1900,duplex,yes
925,apartment,yes
1300,condo,yes
885,apartment,yes
1950,condo,yes
1300,condo,yes
1225,apartment,yes
750,cottage/cabin,yes
925,apartment,yes
850,apartment,yes
1000,condo,yes
900,apartment,no
1495,apartment,yes
1095,apartment,yes
1350,house,yes
1550,townhouse,yes
750,apartment,yes
1850,duplex,yes
1500,apartment,yes
1350,apartment,yes
1095,apartment,yes
1800,duplex,yes
1250,apartment,yes
904,apartment,yes
939,duplex,yes
2150,house,yes
1395,apartment,yes
1500,apartment,yes
1350,apartment,yes
1895,apartment,yes
900,condo,yes
850,apartment,yes
1000,apartment,yes
850,apartment,yes
2100,house,yes
1245,apartment,yes
1250,apartment,yes
950,apartment,yes
820,apartment,yes
850,apartment,yes
850,apartment,yes
200,cottage/cabin,yes
1450,apartment,no
905,apartment,yes
1875,house,no
1700,duplex,yes
1025,apartment,yes
950,apartment,yes
1800,condo,yes
1395,apartment,yes
1050,apartment,yes
975,apartment,yes
1350,apartment,yes
1575,apartment,yes
1550,duplex,yes
1400,apartment,yes
850,house,yes
1850,house,yes
2350,house,yes
1095,condo,yes
1000,apartment,yes
950,condo,yes
1200,condo,yes
1350,duplex,yes
795,apartment,yes
795,apartment,yes
1295,apartment,yes
1400,house,yes
1335,apartment,yes
1250,townhouse,yes
1550,condo,yes
950,apartment,yes
760,apartment,yes
850,apartment,yes
900,apartment,yes
2000,house,yes
2250,duplex,no
1650,condo,yes
1300,condo,yes
1200,duplex,yes
1250,apartment,yes
1015,apartment,yes
695,apartment,yes
1390,condo,yes
1065,apartment,yes
750,apartment,yes
